@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
21, 83, 92, Menor_que_5700, 2051, 2.0, 3.0, 4.0, 2023.0, 66.0, 84.0, 74.0, 76.0, 72.0, 86.0, 76.0, 54.0, 66.0, 85.0, 87.0, 85.0, 92.0, 86.0, 91.0, 78.0, 77.0, 84.0, 68.0, 73.0, 73.0, 32.0, 88.0, 77.0, 78.0, 82.0, 53.0, 23.0, 19.0, 13.0, 8.0, 6.0, 6.0, 15.0
27, 73, 73, Menor_que_5700, 1966, 1.0, 3.0, 4.0, 2018.0, 51.0, 67.0, 58.0, 82.0, 70.0, 79.0, 72.0, 68.0, 63.0, 78.0, 83.0, 79.0, 86.0, 79.0, 81.0, 75.0, 72.0, 79.0, 68.0, 69.0, 59.0, 50.0, 61.0, 70.0, 61.0, 80.0, 55.0, 55.0, 50.0, 6.0, 8.0, 12.0, 7.0, 13.0
25, 72, 76, Menor_que_5700, 1774, 1.0, 3.0, 3.0, 2020.0, 59.0, 71.0, 65.0, 64.0, 69.0, 73.0, 68.0, 54.0, 45.0, 71.0, 67.0, 71.0, 65.0, 72.0, 64.0, 74.0, 84.0, 67.0, 76.0, 64.0, 72.0, 35.0, 73.0, 63.0, 64.0, 75.0, 20.0, 21.0, 21.0, 13.0, 13.0, 15.0, 11.0, 10.0
24, 72, 76, Menor_que_5700, 1726, 1.0, 3.0, 3.0, 2021.0, 69.0, 72.0, 68.0, 71.0, 56.0, 74.0, 45.0, 28.0, 53.0, 75.0, 73.0, 71.0, 74.0, 69.0, 66.0, 74.0, 80.0, 72.0, 69.0, 70.0, 64.0, 22.0, 72.0, 63.0, 56.0, 52.0, 24.0, 24.0, 18.0, 6.0, 12.0, 13.0, 8.0, 15.0
24, 72, 77, Menor_que_5700, 1883, 1.0, 3.0, 3.0, 2019.0, 61.0, 63.0, 58.0, 76.0, 51.0, 74.0, 63.0, 62.0, 68.0, 74.0, 68.0, 66.0, 61.0, 69.0, 64.0, 66.0, 61.0, 72.0, 81.0, 67.0, 65.0, 66.0, 68.0, 69.0, 57.0, 70.0, 64.0, 67.0, 48.0, 13.0, 9.0, 10.0, 9.0, 13.0
37, 84, 84, Menor_que_5700, 1740, 3.0, 3.0, 2.0, 2019.0, 40.0, 21.0, 72.0, 65.0, 35.0, 64.0, 50.0, 31.0, 65.0, 65.0, 61.0, 77.0, 52.0, 80.0, 64.0, 54.0, 81.0, 53.0, 83.0, 39.0, 66.0, 90.0, 28.0, 62.0, 60.0, 88.0, 94.0, 90.0, 82.0, 4.0, 2.0, 4.0, 2.0, 4.0
30, 74, 74, Menor_que_5700, 1485, 1.0, 2.0, 2.0, 2023.0, 28.0, 30.0, 76.0, 55.0, 21.0, 37.0, 21.0, 26.0, 65.0, 57.0, 45.0, 55.0, 37.0, 64.0, 31.0, 37.0, 80.0, 62.0, 95.0, 23.0, 94.0, 72.0, 39.0, 36.0, 39.0, 55.0, 78.0, 65.0, 63.0, 13.0, 14.0, 14.0, 6.0, 7.0
27, 73, 73, Menor_que_5700, 1894, 1.0, 4.0, 3.0, 2019.0, 71.0, 66.0, 66.0, 74.0, 62.0, 73.0, 75.0, 75.0, 76.0, 75.0, 64.0, 63.0, 73.0, 68.0, 60.0, 72.0, 63.0, 73.0, 69.0, 73.0, 59.0, 45.0, 69.0, 78.0, 68.0, 67.0, 42.0, 48.0, 33.0, 10.0, 11.0, 14.0, 12.0, 14.0
23, 72, 77, Menor_que_5700, 1909, 1.0, 3.0, 3.0, 2021.0, 70.0, 73.0, 77.0, 72.0, 64.0, 66.0, 57.0, 50.0, 71.0, 72.0, 55.0, 64.0, 69.0, 74.0, 72.0, 71.0, 53.0, 86.0, 59.0, 69.0, 58.0, 68.0, 76.0, 72.0, 47.0, 73.0, 61.0, 66.0, 63.0, 12.0, 10.0, 10.0, 9.0, 13.0
24, 72, 77, Menor_que_5700, 1666, 1.0, 3.0, 2.0, 2021.0, 33.0, 74.0, 68.0, 65.0, 62.0, 62.0, 60.0, 36.0, 40.0, 68.0, 66.0, 68.0, 64.0, 69.0, 55.0, 80.0, 73.0, 68.0, 90.0, 64.0, 59.0, 29.0, 71.0, 52.0, 73.0, 65.0, 16.0, 17.0, 17.0, 16.0, 12.0, 14.0, 16.0, 9.0
20, 71, 83, Menor_que_5700, 1711, 1.0, 4.0, 4.0, 2023.0, 64.0, 68.0, 42.0, 69.0, 58.0, 74.0, 73.0, 72.0, 68.0, 74.0, 78.0, 68.0, 72.0, 66.0, 72.0, 70.0, 50.0, 54.0, 48.0, 63.0, 46.0, 22.0, 63.0, 73.0, 67.0, 71.0, 31.0, 26.0, 36.0, 9.0, 12.0, 12.0, 5.0, 6.0
29, 74, 74, Menor_que_5700, 1918, 1.0, 3.0, 3.0, 2020.0, 80.0, 58.0, 44.0, 74.0, 29.0, 71.0, 68.0, 71.0, 68.0, 72.0, 78.0, 75.0, 68.0, 79.0, 71.0, 70.0, 64.0, 77.0, 61.0, 64.0, 55.0, 72.0, 68.0, 50.0, 59.0, 65.0, 73.0, 69.0, 73.0, 9.0, 8.0, 12.0, 15.0, 13.0
23, 72, 78, Menor_que_5700, 1723, 1.0, 3.0, 3.0, 2022.0, 45.0, 76.0, 70.0, 63.0, 54.0, 64.0, 59.0, 35.0, 57.0, 72.0, 64.0, 66.0, 60.0, 63.0, 49.0, 76.0, 71.0, 80.0, 93.0, 64.0, 85.0, 26.0, 75.0, 62.0, 62.0, 73.0, 35.0, 20.0, 16.0, 10.0, 14.0, 7.0, 16.0, 14.0
20, 72, 82, Menor_que_5700, 1819, 1.0, 3.0, 3.0, 2023.0, 70.0, 43.0, 62.0, 66.0, 43.0, 71.0, 60.0, 35.0, 53.0, 70.0, 79.0, 79.0, 71.0, 68.0, 72.0, 58.0, 72.0, 76.0, 68.0, 53.0, 65.0, 69.0, 50.0, 55.0, 56.0, 64.0, 67.0, 69.0, 72.0, 11.0, 10.0, 10.0, 6.0, 10.0
22, 72, 78, Menor_que_5700, 1639, 1.0, 3.0, 3.0, 2023.0, 47.0, 78.0, 73.0, 69.0, 69.0, 70.0, 50.0, 57.0, 41.0, 72.0, 61.0, 58.0, 62.0, 69.0, 69.0, 75.0, 67.0, 56.0, 52.0, 77.0, 40.0, 16.0, 73.0, 52.0, 70.0, 64.0, 25.0, 22.0, 16.0, 9.0, 11.0, 9.0, 11.0, 13.0
20, 71, 83, Menor_que_5700, 1653, 1.0, 4.0, 3.0, 2020.0, 39.0, 73.0, 66.0, 64.0, 59.0, 69.0, 49.0, 38.0, 36.0, 73.0, 78.0, 81.0, 75.0, 72.0, 69.0, 62.0, 62.0, 76.0, 67.0, 61.0, 28.0, 34.0, 76.0, 68.0, 65.0, 72.0, 23.0, 26.0, 23.0, 7.0, 6.0, 11.0, 6.0, 11.0
32, 90, 90, Menor_que_5700, 1946, 3.0, 3.0, 2.0, 2019.0, 55.0, 42.0, 92.0, 79.0, 47.0, 53.0, 49.0, 51.0, 70.0, 76.0, 68.0, 68.0, 58.0, 85.0, 54.0, 67.0, 91.0, 66.0, 88.0, 43.0, 89.0, 88.0, 48.0, 52.0, 50.0, 82.0, 90.0, 89.0, 89.0, 6.0, 8.0, 15.0, 5.0, 15.0
31, 75, 75, Menor_que_5700, 1815, 2.0, 3.0, 2.0, 2020.0, 73.0, 29.0, 44.0, 74.0, 35.0, 73.0, 67.0, 39.0, 64.0, 76.0, 72.0, 73.0, 73.0, 76.0, 76.0, 56.0, 63.0, 69.0, 65.0, 30.0, 65.0, 75.0, 54.0, 49.0, 49.0, 73.0, 79.0, 78.0, 81.0, 12.0, 12.0, 15.0, 9.0, 10.0
32, 74, 74, Menor_que_5700, 1841, 1.0, 4.0, 3.0, 2019.0, 70.0, 72.0, 69.0, 74.0, 67.0, 74.0, 66.0, 70.0, 70.0, 71.0, 62.0, 64.0, 63.0, 75.0, 69.0, 72.0, 66.0, 72.0, 66.0, 73.0, 33.0, 53.0, 75.0, 76.0, 75.0, 72.0, 34.0, 35.0, 32.0, 6.0, 8.0, 7.0, 15.0, 7.0
29, 74, 74, Menor_que_5700, 1518, 1.0, 3.0, 2.0, 2019.0, 56.0, 23.0, 72.0, 62.0, 26.0, 39.0, 35.0, 25.0, 59.0, 59.0, 54.0, 58.0, 31.0, 67.0, 35.0, 43.0, 60.0, 52.0, 81.0, 29.0, 78.0, 78.0, 23.0, 51.0, 46.0, 67.0, 70.0, 75.0, 74.0, 12.0, 16.0, 8.0, 14.0, 7.0
32, 74, 74, Menor_que_5700, 1994, 2.0, 4.0, 3.0, 2019.0, 75.0, 67.0, 48.0, 76.0, 76.0, 76.0, 75.0, 67.0, 65.0, 77.0, 69.0, 69.0, 74.0, 77.0, 76.0, 76.0, 63.0, 65.0, 70.0, 68.0, 62.0, 60.0, 72.0, 75.0, 70.0, 82.0, 65.0, 59.0, 63.0, 14.0, 8.0, 9.0, 13.0, 15.0
28, 74, 74, Menor_que_5700, 1929, 1.0, 2.0, 3.0, 2019.0, 67.0, 49.0, 61.0, 67.0, 59.0, 67.0, 66.0, 70.0, 63.0, 70.0, 75.0, 72.0, 72.0, 75.0, 74.0, 62.0, 69.0, 91.0, 67.0, 54.0, 72.0, 75.0, 63.0, 66.0, 37.0, 73.0, 72.0, 74.0, 68.0, 16.0, 12.0, 6.0, 8.0, 10.0
28, 74, 74, Menor_que_5700, 1792, 2.0, 3.0, 2.0, 2022.0, 68.0, 32.0, 73.0, 75.0, 38.0, 62.0, 42.0, 40.0, 72.0, 71.0, 68.0, 70.0, 64.0, 75.0, 64.0, 56.0, 75.0, 76.0, 73.0, 33.0, 76.0, 74.0, 27.0, 63.0, 42.0, 74.0, 74.0, 76.0, 70.0, 13.0, 13.0, 15.0, 7.0, 15.0
23, 73, 77, Menor_que_5700, 1616, 1.0, 2.0, 2.0, 2021.0, 63.0, 24.0, 68.0, 62.0, 28.0, 58.0, 29.0, 30.0, 58.0, 62.0, 66.0, 68.0, 50.0, 66.0, 36.0, 60.0, 60.0, 69.0, 76.0, 26.0, 78.0, 74.0, 30.0, 47.0, 44.0, 65.0, 73.0, 76.0, 74.0, 11.0, 11.0, 14.0, 11.0, 14.0
23, 72, 79, Menor_que_5700, 1847, 1.0, 3.0, 3.0, 2021.0, 60.0, 76.0, 65.0, 63.0, 64.0, 70.0, 51.0, 79.0, 69.0, 70.0, 89.0, 90.0, 81.0, 62.0, 69.0, 75.0, 79.0, 76.0, 78.0, 74.0, 36.0, 35.0, 71.0, 69.0, 61.0, 73.0, 21.0, 30.0, 25.0, 14.0, 8.0, 15.0, 12.0, 10.0
33, 76, 76, Menor_que_5700, 2048, 2.0, 4.0, 4.0, 2020.0, 78.0, 60.0, 50.0, 78.0, 77.0, 82.0, 86.0, 85.0, 76.0, 82.0, 67.0, 72.0, 74.0, 75.0, 76.0, 79.0, 47.0, 70.0, 65.0, 74.0, 69.0, 60.0, 74.0, 78.0, 75.0, 78.0, 65.0, 60.0, 60.0, 11.0, 15.0, 13.0, 6.0, 9.0
31, 75, 75, Menor_que_5700, 1868, 1.0, 3.0, 3.0, 2019.0, 59.0, 48.0, 78.0, 74.0, 38.0, 69.0, 42.0, 50.0, 72.0, 73.0, 53.0, 65.0, 62.0, 69.0, 43.0, 65.0, 75.0, 74.0, 86.0, 57.0, 86.0, 74.0, 59.0, 65.0, 52.0, 72.0, 75.0, 75.0, 73.0, 15.0, 9.0, 12.0, 11.0, 10.0
32, 74, 74, Menor_que_5700, 1830, 3.0, 3.0, 3.0, 2019.0, 71.0, 74.0, 73.0, 73.0, 73.0, 72.0, 54.0, 55.0, 51.0, 73.0, 71.0, 71.0, 69.0, 73.0, 68.0, 73.0, 73.0, 72.0, 75.0, 69.0, 62.0, 26.0, 74.0, 75.0, 70.0, 72.0, 24.0, 29.0, 28.0, 12.0, 13.0, 12.0, 10.0, 12.0
25, 73, 78, Menor_que_5700, 1888, 1.0, 3.0, 3.0, 2020.0, 61.0, 50.0, 61.0, 75.0, 41.0, 63.0, 55.0, 48.0, 68.0, 73.0, 72.0, 73.0, 75.0, 67.0, 77.0, 61.0, 67.0, 79.0, 67.0, 45.0, 75.0, 73.0, 60.0, 65.0, 59.0, 65.0, 73.0, 68.0, 70.0, 10.0, 13.0, 16.0, 14.0, 14.0
27, 73, 74, Menor_que_5700, 1928, 1.0, 3.0, 2.0, 2022.0, 57.0, 64.0, 52.0, 75.0, 52.0, 62.0, 74.0, 73.0, 74.0, 67.0, 57.0, 53.0, 59.0, 73.0, 55.0, 80.0, 60.0, 75.0, 72.0, 72.0, 74.0, 73.0, 70.0, 72.0, 70.0, 70.0, 65.0, 76.0, 64.0, 10.0, 14.0, 9.0, 12.0, 13.0
