@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
28, 73, 73, Menor_que_5700, 1824, 1.0, 3.0, 3.0, 2018.0, 63.0, 72.0, 69.0, 66.0, 75.0, 75.0, 65.0, 62.0, 48.0, 71.0, 71.0, 71.0, 69.0, 70.0, 75.0, 74.0, 73.0, 64.0, 79.0, 66.0, 43.0, 31.0, 71.0, 62.0, 68.0, 72.0, 35.0, 36.0, 23.0, 16.0, 16.0, 15.0, 15.0, 15.0
25, 72, 77, Menor_que_5700, 1880, 1.0, 3.0, 3.0, 2021.0, 66.0, 51.0, 61.0, 78.0, 45.0, 67.0, 59.0, 45.0, 67.0, 71.0, 72.0, 71.0, 68.0, 72.0, 62.0, 63.0, 59.0, 81.0, 73.0, 61.0, 61.0, 68.0, 64.0, 75.0, 53.0, 55.0, 69.0, 72.0, 73.0, 14.0, 7.0, 15.0, 7.0, 10.0
20, 71, 84, Menor_que_5700, 1826, 1.0, 3.0, 3.0, 2021.0, 64.0, 40.0, 51.0, 74.0, 49.0, 70.0, 60.0, 45.0, 67.0, 73.0, 76.0, 70.0, 72.0, 70.0, 77.0, 65.0, 56.0, 74.0, 55.0, 56.0, 74.0, 70.0, 59.0, 64.0, 48.0, 61.0, 68.0, 70.0, 69.0, 6.0, 12.0, 9.0, 6.0, 7.0
25, 73, 76, Menor_que_5700, 1540, 1.0, 3.0, 2.0, 2019.0, 41.0, 42.0, 80.0, 57.0, 26.0, 45.0, 33.0, 31.0, 62.0, 54.0, 34.0, 42.0, 32.0, 62.0, 37.0, 73.0, 83.0, 57.0, 85.0, 31.0, 64.0, 70.0, 40.0, 37.0, 40.0, 62.0, 76.0, 78.0, 70.0, 7.0, 11.0, 15.0, 10.0, 15.0
27, 73, 73, Menor_que_5700, 1812, 2.0, 4.0, 5.0, 2021.0, 70.0, 63.0, 40.0, 70.0, 72.0, 80.0, 81.0, 72.0, 70.0, 74.0, 77.0, 66.0, 87.0, 70.0, 78.0, 68.0, 52.0, 69.0, 49.0, 70.0, 48.0, 43.0, 67.0, 74.0, 72.0, 68.0, 27.0, 30.0, 23.0, 14.0, 8.0, 9.0, 9.0, 10.0
24, 72, 77, Menor_que_5700, 1739, 1.0, 3.0, 3.0, 2021.0, 60.0, 61.0, 49.0, 78.0, 41.0, 74.0, 44.0, 48.0, 72.0, 78.0, 68.0, 71.0, 61.0, 66.0, 67.0, 63.0, 62.0, 73.0, 58.0, 54.0, 54.0, 58.0, 67.0, 69.0, 41.0, 61.0, 36.0, 64.0, 60.0, 5.0, 7.0, 7.0, 8.0, 15.0
21, 72, 83, Menor_que_5700, 1123, 1.0, 3.0, 1.0, 2019.0, 14.0, 9.0, 13.0, 32.0, 5.0, 13.0, 13.0, 10.0, 31.0, 32.0, 51.0, 48.0, 53.0, 70.0, 56.0, 23.0, 63.0, 34.0, 60.0, 6.0, 21.0, 11.0, 8.0, 33.0, 16.0, 39.0, 17.0, 14.0, 14.0, 73.0, 70.0, 68.0, 68.0, 74.0
32, 76, 76, Menor_que_5700, 2029, 2.0, 3.0, 3.0, 2019.0, 78.0, 56.0, 63.0, 77.0, 50.0, 73.0, 77.0, 60.0, 73.0, 77.0, 75.0, 76.0, 72.0, 78.0, 69.0, 76.0, 68.0, 73.0, 67.0, 65.0, 69.0, 74.0, 72.0, 72.0, 65.0, 74.0, 69.0, 77.0, 73.0, 9.0, 12.0, 10.0, 13.0, 11.0
29, 74, 74, Menor_que_5700, 1790, 1.0, 3.0, 3.0, 2020.0, 70.0, 22.0, 60.0, 66.0, 38.0, 64.0, 59.0, 40.0, 60.0, 68.0, 79.0, 75.0, 78.0, 73.0, 77.0, 47.0, 78.0, 78.0, 66.0, 39.0, 74.0, 74.0, 42.0, 44.0, 41.0, 70.0, 70.0, 76.0, 74.0, 9.0, 11.0, 12.0, 14.0, 12.0
24, 72, 78, Menor_que_5700, 1712, 1.0, 3.0, 3.0, 2020.0, 64.0, 71.0, 38.0, 65.0, 54.0, 79.0, 55.0, 50.0, 53.0, 73.0, 92.0, 92.0, 84.0, 64.0, 90.0, 63.0, 63.0, 69.0, 50.0, 64.0, 31.0, 37.0, 68.0, 52.0, 53.0, 61.0, 27.0, 21.0, 28.0, 14.0, 12.0, 8.0, 14.0, 14.0
24, 72, 78, Menor_que_5700, 1897, 1.0, 3.0, 3.0, 2019.0, 75.0, 69.0, 54.0, 72.0, 61.0, 70.0, 84.0, 85.0, 73.0, 73.0, 69.0, 58.0, 80.0, 67.0, 82.0, 75.0, 46.0, 58.0, 59.0, 80.0, 52.0, 41.0, 70.0, 71.0, 67.0, 66.0, 40.0, 50.0, 52.0, 15.0, 14.0, 12.0, 15.0, 8.0
31, 75, 75, Menor_que_5700, 2019, 1.0, 4.0, 3.0, 2019.0, 74.0, 65.0, 67.0, 74.0, 63.0, 73.0, 71.0, 65.0, 71.0, 75.0, 82.0, 80.0, 70.0, 71.0, 68.0, 61.0, 63.0, 74.0, 65.0, 59.0, 65.0, 76.0, 72.0, 73.0, 70.0, 65.0, 72.0, 75.0, 72.0, 9.0, 6.0, 16.0, 13.0, 9.0
